,0
M1AP,100
CACNA2D4,100
CTC-360G5.8,100
ANKRD30BL,100
PHYHIPL,100
TNNT3,100
ZFP28,100
ZNF577,100
TSC22D4,100
ACTR3C,100
KCNE5,100
BHLHA9,100
ZNF98,100
CA10,100
SLC8A2,100
DCDC2C,100
TEX28,100
TKTL1,100
CLDN11,100
RAX,100
GAB4,100
RIPPLY3,100
NFIX,100
PUS3,100
CRYGD,100
ANKRD30B,100
NPFFR1,100
TMC4,100
HEYL,100
CACNA1A,100
LA16c-306E5.2,100
ZNF701,100
GABRG3,100
TACC2,100
ZNF665,100
BCAT1,100
DPP6,100
PRLHR,100
HOXC6,100
KHDRBS2,100
AGRN,100
CMTM2,100
DPY19L2,100
MAGI2,100
OTX2,100
PCDHGA7,100
SLC35F4,100
EID3,100
ZNF439,100
C9orf129,100
HAND2,100
TNFRSF8,100
ZNF732,100
PEG3,100
SORCS1,100
MGAT4D,100
CDH7,100
KRT7,100
PCDHGB7,100
RP11-216L13.16,100
CLIP3,100
GPSM1,100
EPHX3,100
GBGT1,100
CNTNAP2,100
UBAP1L,100
CDK2AP1,100
SLC24A2,100
GPR144,100
SLC26A1,100
CRHR2,100
HYDIN,100
PENK,100
RP11-108K14.8,100
LCN6,100
GREB1,100
NCAM2,100
SLC4A10,100
GML,100
C14orf39,100
NT5DC3,100
HAL,100
NOL4,100
PIEZO2,100
PEG10,100
MSX1,100
FAM153A,100
SKAP1,100
MSMP,100
GAL3ST3,100
GHSR,100
KCNAB3,100
RBFOX1,100
FSD1,100
PCSK1,100
HLA-DPB1,100
FAM155A,100
AJAP1,100
SEC31B,100
PCDH11Y,100
GALNT8,100
KCNA6,100
SRRM4,100
RANBP17,100
RP11-546B8.6,100
EVX1,100
RYR2,100
SLC6A3,100
VPS4A,100
ARHGEF39,100
TEX101,100
ADAM30,100
C16orf90,100
PSKH2,100
BHLHE23,100
C1QL2,100
GPR26,100
MUC6,100
ZDHHC11,100
DDX25,100
PRAC2,100
CNTNAP1,100
GRIA2,100
S1PR4,100
ZSCAN1,100
SIM2,100
HOXC5,100
PTPN20A,100
SPATA32,100
GREM1,100
RESP18,100
LHX5,100
HOXD3,100
POU3F3,100
PRAC1,100
WNT10A,100
LRRC72,100
NID2,100
ADCY2,100
NWD2,100
GABRA5,100
NTM,100
GRIN3B,100
CCDC37,100
SCTR,100
WBSCR17,100
TUBB8,100
MIER2,100
EDNRB,100
GABRA2,100
SOHLH1,100
ANKRD29,100
CCDC17,100
DOCK11,100
IRF8,100
TMEM215,100
F7,100
HOXB1,100
AARD,100
HOXB8,100
SLC26A10,100
FSCN1,100
DGKI,100
GALNT13,100
POU4F1,100
TMEM229A,100
CCM2L,100
CYP26C1,100
FAM184B,100
PTPLAD2,100
CTD-2207O23.10,100
ANKRD60,100
GPC1,100
ZNF83,100
SEPT9,100
PAH,100
HOXA5,100
WRAP73,100
UTF1,100
NKX6-2,100
TMEM155,100
SLC22A16,100
C1orf141,100
ZNF415,100
SLFN13,100
UNC5C,100
USP6,100
PROKR2,100
CA8,100
RTN1,100
KCNA5,100
MTMR7,100
INSC,100
FGF3,100
INA,100
EML1,100
CA3,100
SMIM17,100
ZNF625-ZNF20,100
ZNF625,100
UCHL1,100
SERTM1,100
ZNF813,100
HORMAD2,100
HIST2H2BF,100
DGKZ,100
CXorf67,100
PAQR9,100
SORCS3,100
LPPR5,100
LEP,100
COL2A1,100
MICU3,100
RAB31,100
TF,100
ZNF660,100
SVIP,100
FRZB,100
PKD2L2,100
ACD,100
GALNTL6,100
ZC4H2,100
ZNF274,100
NEU4,100
FMN2,100
SALL1,100
PDE4B,100
ALDH1A2,100
ELAVL4,100
SLC22A31,100
ACP5,100
PCDHGA8,100
ADCY4,100
SIPA1,100
ZNF671,100
HLA-DPA1,100
ALS2CR11,100
UNC5D,100
DBX1,100
SV2C,100
PDCD1,100
PPP1R1B,100
CPM,100
NPY,100
TBR1,100
CLMP,100
HTR4,100
HOXA9,100
EVX2,100
ST6GALNAC5,100
PROSER3,100
PAX3,100
SHANK1,100
GLIS3,100
FOXB1,100
SGSH,100
GPR6,100
SP9,100
ZNF880,100
SLC29A4,100
ANKRD45,100
HOXA10-HOXA9,100
ITGA4,100
GJD2,100
ZNF845,100
MS4A13,100
ZCCHC13,100
ZNF568,100
GLMP,100
CADPS,100
OLIG2,100
RAB4A,100
ARHGEF33,100
DES,100
RARG,100
CDHR5,100
CASR,100
PALM,100
CDH20,100
ATP5G2,100
DPEP3,100
KIAA1211,100
LDHAL6B,100
PROCA1,100
ZNF662,100
GNAL,100
TLX3,100
LYPD4,100
NRG3,100
LECT1,100
CCDC81,100
ZNF382,100
SLCO4C1,100
DHX40,100
COX7A1,100
HIST1H2BA,100
S100A10,100
PCDH8,100
ABCA3,100
GRP,100
IGF2BP3,100
PRSS21,100
PTGDR,100
ELMO1,100
EN1,100
FEV,100
CHAD,100
GALR2,100
LRRTM1,100
TMEM176B,100
KIF19,100
GNG4,100
VSTM2B,100
C9orf84,100
BRDT,100
FSIP2,100
NLRP4,100
GRM6,100
RGS22,100
NKAPL,100
BCL3,100
DPP10,100
PRAME,100
TAC1,100
ZNF578,100
FAM135B,100
DERL3,100
EOMES,100
SCT,100
SFTA3,100
CBLN4,100
ALX4,100
BARHL2,100
PCDHGC4,100
BOLL,100
HBQ1,100
ZNF132,100
SPHKAP,100
ADAMTS20,100
FTMT,100
ZBED9,100
MDGA2,100
ECEL1,100
MARCH11,100
ATP10A,100
AVPR1A,100
FOXB2,100
KBTBD12,100
NKX2-6,100
FOXD2,100
ZNF582,100
PCDHGA11,100
NETO1,100
ZNF177,100
MAGEB1,100
NLRP1,100
TBX5,100
HTR1B,100
CALCA,100
UBBP4,100
AQPEP,100
GPR75,100
EXD3,100
OSR1,100
ADCY8,100
PCDHGB6,100
HOXD9,100
C11orf85,100
ADCYAP1,100
ZNF454,100
COX8C,100
DRD5,100
MT1A,100
DIRAS3,100
C15orf26,99
NPFFR2,99
SLC5A2,99
SPSB4,99
MADCAM1,99
TTLL10,99
ELAVL3,99
RP11-5A19.5,99
TMEM179,99
PCDHA11,99
ANO4,99
C10orf53,99
KCNK12,99
HKR1,99
PODN,99
PEAR1,99
SLC17A3,99
CBLN1,99
ZNF518B,99
MAMDC4,99
TNFRSF10C,99
CHODL,99
LMX1A,99
VGF,99
PDGFD,99
RIPPLY2,99
RP11-544M22.13,99
TSTD1,99
AGTR1,99
SYNDIG1L,99
CFAP44,99
GP1BB,99
RGPD4,99
GPR135,99
DLK1,99
HOXA6,99
GMIP,99
SPI1,99
ABR,99
THBS2,99
SOX3,99
HLA-G,99
ANKRD63,99
TCF15,99
SOX10,99
XKR8,99
ADM5,99
AGPAT3,99
KCNIP2,99
SLX1A-SULT1A3,99
BOLA2B,99
TMEM200A,99
RASL10B,98
C1orf177,98
FANCD2OS,98
SAMD3,98
WNT5B,98
C1QL1,98
ADAMTS10,98
PDE6B,98
SLC1A2,98
ASCL1,98
EBF1,98
ME3,98
ADAMTS16,98
SLC32A1,98
KCNIP4,98
DLGAP2,98
DENND1C,98
IFITM5,98
SHANK2,98
TMEM171,98
SHISA3,98
AL022328.1,98
FAM50B,98
ZNF695,98
NRIP3,98
ARHGAP20,98
TRIM36,98
TNFRSF11B,98
SLC16A3,98
KCNH4,98
SLC6A7,97
SDHA,97
SLITRK5,97
H2BFWT,97
HSF4,97
MAGED1,97
GAD2,97
ZNF114,97
ATF7IP2,97
ZNF75A,97
GATA4,97
TNS1,97
PLXNC1,97
FES,97
RSPO1,97
ZBTB46,97
C11orf88,97
SLC35F1,97
DLEC1,97
TOX3,97
NXPH2,97
TTYH1,97
PRR18,96
HHEX,96
CTC-490E21.12,96
VAX1,96
ZSCAN12,96
LRRC61,96
SLC1A6,96
FOXF2,96
CHRM2,96
BST1,96
FAM19A5,96
HOXB7,96
LRRC43,96
ZNF404,96
CA7,96
NAALADL1,96
SPO11,96
TDRD6,96
MROH6,96
USH1G,95
ABHD12B,95
PCDH10,95
PAX7,95
TTC34,95
BHLHB9,95
DIRC3,95
NCOR2,95
GPX3,94
TIGD7,94
SERP2,94
FOXI2,94
PDIA2,94
HS3ST2,94
DCAF4L2,94
C10orf82,94
EYA4,94
FILIP1L,94
SHE,94
IFFO1,94
MCHR2,94
ADRA1A,93
SLC26A4,93
CA9,93
DRGX,93
ACAN,93
CTNNA2,93
GRIK1,93
IGSF22,93
NR1I2,93
WDR17,93
PDE1C,92
KCNA4,92
EDN3,92
ONECUT1,92
DYRK4,92
CEBPA,92
ADAM29,92
NKX2-2,92
CALN1,92
FRMD1,91
SLC12A5,91
SCUBE1,91
ZDBF2,91
TAL1,91
HOXB9,91
SYNPR,91
MT3,91
ZNF229,91
FGF8,90
ZNF829,90
EPHA10,90
GPR162,90
TMEM121,90
SFRP4,90
DLGAP1,90
LRRC9,89
TNS2,89
TRABD,89
SLC17A6,89
FREM3,89
COL14A1,89
PPFIA4,89
TLX1,89
GPR123,89
TPO,89
EGFLAM,89
PNMA5,88
TLX1NB,88
PRSS42,88
MVB12B,88
SCG3,88
CNTFR,87
STXBP5L,87
RAB12,87
ZNF804B,87
PFN3,87
PAX5,87
IRX1,87
TIMM13,87
ASB18,86
PCDH11X,86
ISLR2,86
SLC45A1,86
TCAF1,86
COLEC11,86
ALDH5A1,86
SLC43A3,86
ZNF717,85
ZNF470,85
EPO,85
NALCN,85
FAM26F,84
IRAK3,84
G0S2,84
ZNF793,84
EPB41L3,84
AOC1,84
TCTEX1D1,84
FOXI3,84
TMEM176A,83
DCAF12L2,83
ZIC3,83
TWIST2,83
CD37,83
SNX32,82
LRRC71,82
EGFL8,82
POM121L2,82
CACNA1E,82
TTLL8,82
PROKR1,82
CDK18,82
GABRA4,82
PRICKLE2,81
SLC7A4,81
CPNE5,81
NIM1K,81
PHOX2A,81
PLEKHN1,81
PPAP2C,81
TBPL2,81
CLDN10,81
SSTR4,81
IRF4,80
CCDC178,80
HOXC9,80
PRRX1,80
COL6A2,80
HIST1H2BI,80
TMEM196,79
PSTPIP1,79
FAT3,79
SYN3,79
PPP1R14A,79
KCNE3,79
PAX1,78
HHIP,78
NAT16,78
EIF2AK4,78
RNLS,78
TKTL2,78
LY75,78
LY75-CD302,78
RP11-432B6.3,78
MT1E,77
FAM19A4,77
RIN1,77
MFSD4,77
ARFGAP3,77
GPX7,77
GRIN3A,77
SLC13A5,77
NCAN,77
SFRP2,77
HTRA4,76
ABCC8,76
ALX1,76
CD8A,75
BRINP2,75
LAMA5,75
KLHL35,75
PPP1R36,75
PCSK2,75
RFX4,74
ZIC5,74
CCDC13,74
APBB1IP,74
MPDU1,74
AIRE,74
RXFP3,74
HOXB2,74
FAM3B,74
MST1,74
LY6H,73
TMEM184A,71
ZNF788,71
MAP9,71
GALR1,71
PGLYRP1,71
FEZF2,71
KCNN2,71
RHBDD1,71
MYT1L,71
TMEM108,70
GRM7,70
KCP,70
TAF7L,70
CNR1,70
TBC1D30,70
CPT1B,70
FGR,69
SYT3,69
CABLES2,69
SLITRK2,69
CARD9,69
SSTR1,69
NOTCH3,69
VWCE,69
NPY2R,69
FKSG48,69
COL20A1,69
LIPE,69
ZNF300,68
GATA3,68
SOX1,68
ZNF420,68
BOLA2,68
RP11-345J4.5,68
ARL5C,68
CYP2W1,68
ZNF549,68
SYT6,68
ENOSF1,68
GPR148,67
TSPY1,67
TBX21,67
C15orf48,67
PHACTR3,67
CRACR2A,67
PTPN5,67
HEXDC,66
SYTL1,66
CACNA1F,66
SLC46A2,66
NCR3LG1,66
ADAM32,66
NEFH,66
KCNJ6,65
SHISA9,65
PTGFR,65
CHFR,65
GABRB3,64
SRD5A2,64
VAMP5,64
GRHL3,64
CNTN4,64
ITPRIPL1,63
CXCL6,63
RNF166,63
WNT3,63
SH3PXD2B,63
MYEF2,63
CYP26A1,63
DMRTA2,62
NDNF,62
CYP27A1,62
MLPH,62
PPP1R16B,62
RSPH9,62
GFRA1,62
LRP8,61
LRRC32,61
CERKL,61
CYGB,61
MEST,60
PLSCR2,60
MT1M,60
SLITRK4,60
RGPD1,59
ZNF536,59
IDUA,59
AL162426.1,59
FAM150A,59
SLFN12L,59
AC009336.19,59
HOXD4,59
JAK3,58
CCDC170,58
CALCB,58
CTD-2528L19.4,58
KLHL34,58
TBX18,58
ATP4A,58
FAM189A1,58
ADRB3,58
MEGF10,58
ZNF607,58
PPP1R16A,58
PLCB1,58
SATB1,57
KCND2,57
LRRC3B,57
LIPG,57
FAM162B,56
CUX2,55
KLHDC7B,55
BEX1,55
GRIK4,55
WDR88,55
INSRR,55
CYP11A1,55
FAM183A,55
MTSS1,54
GRID2IP,54
EXOC3L2,54
PRR23A,53
KCNQ1,53
ZNF844,53
KCNQ2,53
SLC6A16,53
ANKS1B,52
RNF212,52
KCNJ3,52
DMRTC2,52
SYT14,51
ZNF790,51
ZNF354C,51
C2orf40,51
ACTN2,51
SNAI1,51
ERN1,50
PALD1,50
SALL3,50
C3orf62,50
HOXB6,50
ZNF570,50
RASGRF1,50
RUNX1T1,50
PRR23C,49
MYO1F,49
CDX1,49
C17orf107,49
DOK2,49
CPXM2,49
INSM1,49
AS3MT,48
TFPI2,48
NPM2,48
EXOC3L4,48
NTRK3,48
CCDC106,48
SART1,48
ZNF385D,48
OTOP3,48
FLI1,48
GLRA3,47
MATK,47
HMHA1,47
HDGFL1,47
TSPAN11,46
RBPJL,46
LRIF1,46
PROM1,46
HENMT1,46
TRIM71,46
TNFRSF4,45
CCDC140,45
C5orf49,45
RAB3C,45
ZNF569,45
NOX4,45
LIN7A,45
IL17RC,45
UCN,45
HIF3A,45
HOXD10,44
KCNV1,44
QPCT,44
TCEA2,44
NOC2L,43
EML2,43
RGS7,43
SNRPN,43
SNURF,43
RP11-35N6.1,43
C5orf52,43
PLAC9,43
KCNK9,42
SOWAHB,42
SHOX2,42
LIN28A,42
NPB,42
ST6GALNAC3,42
IQCA1,42
DHRS4L2,42
TH,42
RTEL1,42
NDRG2,41
KLHL17,41
FMNL1,41
OLIG1,41
TMPRSS12,41
ALPP,41
NDUFS6,41
CBLN2,40
TRPC6,40
PTGDS,40
TUBB6,40
CHRM3,40
S1PR3,40
CRABP1,40
CHST8,40
SH2D4B,40
NMRK2,40
NR0B1,40
SUSD4,39
HTR5A,39
TCL1A,39
HMX2,39
FRMD4A,39
RHBG,39
ZNF329,39
KCNMA1,39
AKAP2,39
TRPM3,39
LPIN3,39
ZNF331,39
VIPR2,38
COL26A1,38
GPR133,38
ZNF256,38
BHLHA15,38
VAT1,38
MT1H,38
GPM6A,37
NRN1L,37
PPP1R9A,37
CBX8,37
C1orf194,37
GTF2A1L,37
FOXN2,37
SLC5A7,37
TVP23A,37
PCGF6,36
TMEM181,36
TTC9B,36
ZNF528,36
PTGIS,36
RNF220,36
DMPK,36
SEZ6L,35
FGF12,35
BEND2,35
ZNF583,35
PKDREJ,35
RGS17,35
TRPA1,35
RLN1,35
TOX2,34
RSPO4,34
RSPH6A,34
MYOCD,34
ADAMTS7,34
MEF2C,34
TUBGCP2,33
TCERG1L,33
TULP1,33
DYSF,33
C12orf42,33
SLC26A5,32
ZNF320,32
CACNG7,32
LUZP2,32
PYY,32
CFAP53,32
RUNX3,32
PARVB,32
GABBR2,32
GRIK3,31
LCN12,31
ARHGEF17,31
CPN1,31
GABRB2,31
CCDC108,31
EIF4E3,31
POM121L7,31
INHA,31
DYDC1,31
EPDR1,31
NME3,31
KIAA1217,31
MEDAG,30
DAB1,30
FAM65B,30
EVC2,30
SLC6A2,30
TRAF1,30
SORBS3,30
ZNF736,30
NKPD1,29
SOX7,29
MOGAT3,29
CLSTN2,29
ECT2L,29
CDH4,29
AHRR,29
SLC18A3,29
SCRT1,29
CCDC36,29
TEPP,29
CNTD2,29
PDE9A,29
CD19,29
SFMBT2,29
GDF15,29
SPOCK1,28
CDH8,28
ANKRD36B,28
FGF4,28
SERPINE2,28
STEAP1,28
MAP7D2,28
PCDHB2,28
TP73,28
ZNF850,28
COL6A1,28
MARC2,28
COL25A1,28
C1orf233,27
ARHGAP36,27
RTN2,27
PDE3B,27
FAM218A,27
ENPP4,27
ZNF100,27
RBPMS2,27
DCDC2,27
SCNN1B,26
HMX3,26
KIF12,26
RP11-310N16.1,26
LHCGR,26
PRSS27,26
MYRIP,26
FAM53A,26
CADM2,26
GREB1L,26
AGBL4,26
UNC79,26
C10orf88,26
GPC2,25
REC8,25
KIAA1324,25
CDKL2,25
BMP3,25
TRIM58,25
SHROOM1,24
KCNC3,24
HIST1H3I,24
LDOC1,24
SYNGR3,24
SNAP25,24
DRC1,24
KCNIP1,24
RCN1,24
GRTP1,24
RASGRF2,23
ZFP30,23
FAM110B,23
FAM208A,23
TRIM50,23
WNK3,23
DLX4,23
NECAB1,23
FGF18,22
RARRES2,22
KRT19,22
XKR4,22
SHISA8,22
C17orf64,22
SAP25,22
CWH43,22
CD247,22
PYDC1,22
ADNP,21
ISL1,21
CHRDL2,21
ASIC3,21
ELOVL3,21
GUCY2D,21
RRP1B,21
FGF6,21
MT1F,21
SRCIN1,21
C2,21
ADAD1,20
ABI3,20
ANKRD20A3,20
OSBPL9,20
THY1,20
MKX,20
CHST6,20
LTBP4,20
BARHL1,20
C5orf63,20
ANKRD20A4,20
ACSS3,20
TTBK1,19
ZNF502,19
IRX6,19
ZNF573,19
ZNF560,19
SGCE,19
SLC6A19,19
MTCL1,19
DLG3,19
METTL24,19
RP11-219A15.1,19
MT1G,19
MOV10L1,19
RP5-850E9.3,19
KAT2A,19
TM6SF2,19
NKX2-5,19
SCUBE3,19
RERG,18
COX6A2,18
GPHN,18
SLAIN1,18
MAB21L1,18
FNDC1,18
CALCR,18
FAM163A,18
SLC47A1,18
SYCN,18
EPHA7,18
MAL,18
PNLDC1,18
PAK6,18
SHCBP1L,18
ZNF345,18
ERN2,18
CLIC3,17
TMEM163,17
HOXA7,17
FSCN2,17
RCOR2,17
ETV7,17
MTUS2,17
KLHDC9,17
MSX2,17
ZFP90,17
NGB,17
GPS1,17
ST8SIA6,16
SMOC1,16
MYH14,16
EXO5,16
ARHGDIG,16
ANPEP,16
ASIC4,16
SLC2A9,16
NAV1,16
COLCA2,16
SYNE4,16
NPY1R,16
QRFPR,16
NKAIN1,16
STK33,16
CKM,16
TNFAIP2,16
CTSF,16
HOXD8,16
ASAP3,15
SYT9,15
TUBB2B,15
ZNF559,15
FRMD4B,15
ZNF559-ZNF177,15
ZNF14,15
NLRP2,15
GPR68,15
CPEB1,15
ZNF334,15
PLIN2,15
ZNF879,15
ICAM1,15
PRR36,14
THBS4,14
WIF1,14
ZNF606,14
GTF3A,14
MYO7A,14
PNMA3,14
ATP8A2,14
TMEM130,14
GLYATL1,14
HLTF,14
ROBO2,14
SOHLH2,14
FSTL1,14
DYRK1B,14
BCL6B,14
GJA4,14
FAM19A3,13
C1QL3,13
PRR23B,13
ALDH3B1,13
GCC1,13
CLCN4,13
C1QTNF5,13
EMILIN2,13
NOTUM,13
CPLX1,13
PCDHB3,13
LOXL1,13
MMP23B,13
PXDN,13
LSP1,13
ZNF30,13
ZNF600,12
GALC,12
ITGB3,12
RP11-290H9.2,12
CCDC154,12
PTPRN,12
C10orf107,12
CNIH2,12
PCDH15,12
CCDC144A,12
FBXO10,12
GAS2,12
LRP12,12
CYTL1,12
NOS3,12
STEAP1B,12
NANOS3,12
CNKSR2,12
ASRGL1,12
SH3BGRL3,12
UCK1,12
RNF225,11
TBX1,11
RSPO3,11
AIFM3,11
OXT,11
PGR,11
FBN3,11
KCNG1,11
SLC2A11,11
LRRC55,11
ESPN,11
DOK1,11
C12orf56,11
MACROD2,11
EVI5L,11
MATN4,11
DGKG,11
POLE2,11
NID1,11
RLTPR,10
SNRPF,10
ZDHHC22,10
CACNB2,10
MORC1,10
SELV,10
ATP8B4,10
CHRNB1,10
CHGA,10
KLHL21,10
SLC6A9,10
SLC22A23,10
ZNF512B,10
CLIC5,10
HCN4,10
HNF1B,10
ULK2,10
RP11-565P22.6,9
CA4,9
ZNF321P,9
KIAA1210,9
HPN,9
UTS2B,9
ANKRD20A2,9
PAX6,9
PXYLP1,9
PANX2,9
OGDHL,9
NRTN,9
NIPAL4,9
ZNF816,9
HOXC11,9
MFSD2B,8
CACNA1B,8
DPYSL4,8
ZYG11A,8
DOK5,8
TAF7,8
JAKMIP1,8
C20orf85,8
CBX6,8
RSPO2,8
NHSL2,8
ANKLE1,8
SVEP1,8
SLC4A8,8
HMGCLL1,8
RYR3,8
C20orf195,8
ASCL5,8
ATG9B,8
TTC39A,8
ZNF214,8
FBXO44,8
GRM1,8
PON3,8
SLC35G2,8
NHLRC4,8
MTMR8,8
IGDCC3,8
C1orf74,8
RHCG,8
RNF182,8
NPAS3,8
ZMAT4,8
ST8SIA2,8
MME,8
VWC2,8
GRIN2C,8
CYP1A1,8
IQUB,7
PSMA8,7
ETNK2,7
ZBTB32,7
DNAH11,7
HSPA12B,7
TSPAN9,7
HBM,7
TDRP,7
EBP,7
PRSS3,7
TDRD10,7
DCHS2,7
PODXL2,7
GNL3L,7
TTI2,7
CNRIP1,7
HRASLS5,7
NLGN1,7
COL11A2,7
SHF,7
GRIN2A,7
GDA,7
RASIP1,7
SVOPL,7
RIMS1,7
CCDC183,7
MLH3,7
SALL4,7
TMEM88,7
TMEM235,7
CXCL12,7
GAMT,6
ADAMTS5,6
AP2A2,6
ICAM3,6
BAALC,6
CPXM1,6
HOXA2,6
TMC6,6
NGEF,6
ADAMTS12,6
NAGS,6
GALNT9,6
SLC2A5,6
PRKCZ,6
RBM44,6
WDR63,6
TRPV4,6
PAPLN,6
ACTA1,6
MCOLN2,6
LAYN,6
OOEP,6
CRISPLD1,6
LHX3,6
GPR19,6
GDAP1L1,6
PLCH2,6
RASL10A,5
ANKMY1,5
CD200,5
SMO,5
WNT2,5
ADRA1D,5
CLDN5,5
GSTM3,5
RP11-136C24.3,5
CSNK1G2,5
ORAI3,5
LRRN1,5
RGS7BP,5
GDF6,5
MOGAT1,5
COCH,5
FBXO43,5
ARHGAP39,5
SULT4A1,5
SUMO3,5
FAAH,5
GPER1,5
C8orf88,5
VWDE,5
C8orf34,5
TWIST1,5
RAB6C,5
FGF2,5
GSG1L,5
TNNI3,5
TMTC1,5
DPPA5,5
PIANP,5
FGD1,5
SPACA1,5
AURKC,5
PDX1,5
KRBOX1,5
BEST2,5
PDK4,5
TESC,5
HIST1H3G,5
GATA5,5
MXRA8,5
MSI1,5
CRB3,5
STX16-NPEPL1,5
FAM83C,5
HS6ST1,5
NKAIN3,5
NMUR1,5
GLYATL2,5
LEF1,5
PDLIM3,4
MMEL1,4
CDX2,4
C9orf172,4
CNTN5,4
TNFSF11,4
FOXA2,4
PLXDC1,4
BEND4,4
CPQ,4
ELOVL2,4
ACSL6,4
GPR63,4
CPT1C,4
C19orf67,4
GPRC5B,4
C3orf52,4
SULT1A1,4
GDF7,4
IL12RB1,4
IHH,4
MPDZ,4
ABCB6,4
MMD2,4
CLPSL2,4
ZPBP,4
TDGF1,4
MORN4,4
CCDC67,4
NGF,4
PPP1R42,4
LTF,4
DGKK,4
GPR139,4
MMP15,4
ANO5,4
RAB39B,4
CENPV,4
HSD17B1,4
DDAH2,4
GRB10,4
GRIN1,4
FBLN2,4
PDE3A,4
AVPR1B,4
PLXNA4,4
CFAP221,4
PAMR1,4
LYL1,4
RIMS2,4
MGAT3,4
SUSD1,4
TSSK3,4
LKAAEAR1,4
MRPL36,4
GRM2,3
AL022578.1,3
CHST9,3
ZNF160,3
SIGLEC15,3
RORA,3
CRTAC1,3
SPEF2,3
NOTO,3
SMTNL2,3
TCEAL6,3
RASGEF1C,3
FXYD7,3
IL12B,3
SPAG17,3
ACOXL,3
GNG8,3
PDE8B,3
COL4A1,3
SOX18,3
KIF1A,3
SHROOM3,3
LTB4R,3
BTBD19,3
SIN3B,3
CADM3,3
RPSAP58,3
MDFI,3
EGFL6,3
ZNF426,3
KIT,3
MLF1,3
ZNF28,3
ZNF468,3
KIAA1456,3
ZDHHC2,3
TRHDE,3
PTH2R,3
ST6GAL2,3
CD40,3
CCDC88B,3
ZNF614,3
ZNF211,3
CACNG6,3
C1orf87,3
ABCA1,3
KRT8,3
KLF14,3
CLCN7,3
CTCFL,3
HNF1A,3
NOVA1,3
LAGE3,3
ACKR3,3
GNA14,3
CRYGN,3
DNM1,3
VENTX,3
RHBDF1,3
FAM133A,3
NAP1L3,3
KCNH2,3
ANKK1,3
CHRD,3
TOP1MT,3
KCNMB3,3
ANO9,3
ZC3H12D,3
SLC6A5,3
RBBP8,3
GCSAML,3
TSPY2,3
SLC27A6,3
FAM200A,3
AC087651.1,3
TAPBP,3
SDR42E1,3
CFAP46,3
RBMY1J,3
ALDH7A1,3
GPR12,3
CHST13,3
FERMT3,3
PSD3,3
SNTG2,3
DNAJC4,2
RNF180,2
GPR64,2
ZNF134,2
C5orf47,2
TACR1,2
TBX15,2
MAP3K6,2
TDRD5,2
SNAP91,2
NOM1,2
MTNR1A,2
IQSEC1,2
PIK3R1,2
SEL1L2,2
ZNF541,2
RARRES1,2
MYO5C,2
ISYNA1,2
CCNG1,2
CRIP3,2
PLEKHG6,2
BRCA1,2
NGFRAP1,2
HAP1,2
TUBB4A,2
TIAF1,2
SLC22A3,2
ISPD,2
COL21A1,2
HPCA,2
TMEM216,2
TPD52,2
PDZD11,2
CAMKV,2
HLA-F,2
ZNF287,2
SOX30,2
GRID1,2
NLGN4Y,2
SEMA4B,2
ZNF232,2
PNPLA5,2
ZNF669,2
BSCL2,2
GAS7,2
CYB5R2,2
NSUN7,2
MISP,2
