,0
LRP12,100
CDC20,100
AKAP8L,100
TPTEP2-CSNK1E,100
XPC,100
SHCBP1,100
ZFYVE28,100
SLC4A1AP,100
FAM198B,100
GULP1,100
SNTB2,100
H1FX,100
NOC2L,100
PPP1R3E,100
POC1B,100
MAPK6,100
MAD2L1,100
TMOD2,100
RFX2,100
CHEK2,100
CCDC69,100
CNN2,100
XRN2,100
ATAD2,100
AFDN,100
ABCA1,100
PRPF40A,100
AGO2,100
EXOSC5,100
MBP,100
RRP36,100
SH3PXD2B,100
RBBP8NL,100
COX4I1,100
ACTR2,100
PHLDB2,100
CDK11B,100
TIMELESS,100
PI4K2A,100
BAZ1B,100
NRBF2,100
APRT,100
CEP170,100
NEFH,100
GIT1,100
MELK,100
SETDB1,100
TTLL12,100
KYAT3,100
TPRN,100
BAG2,100
CFHR2,100
TMEM214,100
TGM3,100
ARHGEF26,100
EEF1D,100
ITGB8,100
TRA2B,100
CSTF3,100
CCDC9,100
RALGPS1,100
ZNF2,100
CASK,100
CUX1,100
MID2,100
RAB31,100
MPZ,100
ZNF609,100
CDKN1A,100
TCEAL2,100
CTDSPL,100
CRYBG2,100
LPP,100
SLC7A6,100
TEX2,100
DYNC1I1,100
GGA1,100
IKZF5,100
SNCG,100
PTK6,100
TFRC,100
SAR1A,100
TCOF1,100
ANKRD28,100
ARHGAP6,100
DDX21,100
PPIL1,100
ARHGEF35,100
ELK1,100
NMT1,100
BRAF,100
DHRS11,100
PLIN1,100
GOLPH3L,100
NUP54,100
TSC22D4,100
NEFM,100
UTP18,100
KCTD12,100
SMAP1,100
CDK17,100
ARID3A,100
NOTCH2,100
USP42,100
KIF11,100
MGLL,100
SRFBP1,100
AIF1L,100
ZNF395,100
CLCN5,100
ITGB1,100
SP1,100
HMGA2,100
KLF4,100
THOC3,100
CBFB,100
APBA2,100
FYCO1,100
ACLY,100
VPS37B,100
G3BP2,100
MAP2K2,100
YTHDF2,100
PEAR1,100
PCM1,100
SPINK5,100
RADIL,100
ORC6,100
PIP5K1C,100
OXR1,100
KRT4,100
KANK3,100
DCN,100
LURAP1,100
SRSF2,100
NOP16,100
KNG1,100
NFIX,100
ADD3,100
NAXD,100
AHSG,100
HSPA12B,100
KRT13,100
EIF4EBP2,100
CD34,100
SYN2,100
SASH1,100
EVA1C,100
SKI,100
SCG2,100
KANK2,100
CTTNBP2,100
CAVIN2,100
IFI35,100
SPTAN1,100
NFIA,100
EHD2,100
GREM2,100
CAVIN1,100
SPTBN1,100
SSRP1,99
CHTF18,99
PPP1R14C,99
TBC1D13,99
NEFL,99
TMOD1,99
MRPS18B,99
ADGRE5,99
PRPF4,99
SULT2B1,99
SEPT2,99
DMTF1,99
SKA3,99
AMER1,99
LMO7,99
PRAG1,99
HAUS8,99
PRKX,99
PTPN12,99
MMP1,99
MBD1,99
PARP14,99
FAM129A,99
SLC16A3,99
HDGFL3,99
ANKRD50,99
SREK1,99
ENAH,99
BARX2,99
DNM3,99
HEATR5B,99
QSOX1,99
DDX60,99
PPFIBP2,99
UBAC1,99
OCLN,99
ACACB,99
PTBP2,99
DERL1,99
MED23,99
DBNDD1,99
PIK3C2B,99
NUDT4B,99
EXOSC9,99
XAF1,99
MECP2,99
KIF4A,98
SRP72,98
SRSF4,98
KCNN3,98
PPP4R4,98
ALDOA,98
EPSTI1,98
SNIP1,98
SPRY4,98
SLC38A1,98
ESYT1,98
EEF2,98
REXO4,98
MBTD1,98
DLG2,98
OAS2,98
PRELP,98
ALS2CL,98
CIR1,98
NDC80,98
SORBS3,98
TBX1,98
BCLAF1,98
METTL26,98
ZNF185,98
CDC6,98
SYTL4,97
MAF1,97
RPSA,97
TTC14,97
SPINT2,97
TMEM132A,97
TANK,97
MRTO4,97
SEPT4,97
RNF181,97
TCP11L2,97
THOC2,97
API5,97
RBBP8,97
RBM8A,97
MKNK2,97
SSH2,96
NCAPD2,96
NCAPG,96
RELL1,96
TUT4,96
NFXL1,96
SHISA2,96
RBPJ,96
PCLAF,96
CCDC88A,96
TANC2,95
CRYBG3,95
PML,95
PLIN5,95
GORASP1,95
ABL2,95
CLDN23,95
CARD8,95
CPNE3,95
SYK,95
KDM3A,95
DENND2A,95
ZNF414,95
EIF6,95
SYNPO2,95
FZR1,94
NADK,94
AHDC1,94
PODN,94
PIMREG,94
LRRC8A,94
MAP7D1,94
RPS6KB1,94
KIF14,94
NPDC1,94
PIEZO1,94
SLC9A3R1,93
LRFN4,93
DMXL2,93
ITGB6,93
MOB1B,93
TCEA1,93
TEP1,93
INA,93
CYBRD1,93
SF3A2,93
DNM2,93
PALM,92
SOX6,92
INCENP,92
ARHGEF12,92
ARHGEF37,92
WDHD1,92
PWP1,92
ZCCHC2,91
TRIT1,91
SMAD4,91
LILRB5,91
THADA,91
ANKRD17,91
RILP,91
SHANK3,90
TMEM237,90
SUB1,90
HEG1,90
DOCK9,90
SRRM2,90
PRUNE1,90
LSM7,90
RIN2,90
CCM2,90
VRK1,90
BORA,89
IGFBP5,89
TMX1,89
TMEM185A,89
PARD3,88
CHGB,88
TBKBP1,88
ICAM1,88
ARHGAP11A,88
OGFR,88
ID4,87
NR2C2,87
TNFAIP3,87
LIMK1,87
ZC3H13,87
MKI67,87
ARFGAP1,87
DNMT1,87
EPB41L2,87
NBEAL2,87
SLBP,87
NUF2,87
TSEN34,87
PRAM1,87
GAPT,87
RAP1B,86
SIN3B,86
PLG,86
CEP76,86
MTFR1,86
ZNF704,86
RNF135,86
HNRNPD,86
NF1,86
AGFG2,85
RETREG2,85
FRY,85
SF3B3,85
SLC2A3,85
SRP68,85
STK38L,84
NRF1,84
TSHZ1,84
NDRG1,84
LENG8,84
ILF2,84
RLIM,84
PDE1C,84
ANXA2,83
AHNAK,83
VIPAS39,83
NHLRC2,83
JPT2,83
TAF9B,83
GPRC5B,83
MED12,83
SLC20A1,83
PDHA1,83
PPHLN1,82
ADRM1,82
MYO10,82
RBMX,82
EPS8L2,82
CEP192,82
HSP90AA1,81
SNRPC,81
UFD1,81
NCBP2,81
NUP160,81
USP39,81
LLGL2,81
ME1,81
SLC1A3,80
PHYHD1,80
CLK3,80
RBM4,80
RBM12B,80
NAA10,80
LRMDA,79
ZSCAN18,79
HCK,79
KIFC1,79
RAP1GDS1,78
GAS2,78
CHRAC1,78
STIM2,78
SORT1,78
TRA2A,77
MEX3B,77
NAT10,77
OSMR,77
ZC3H4,77
ESRP1,77
PPP2R5D,77
KLHDC7A,77
FAM122A,76
C1orf56,76
RPAP3,76
ELK4,76
COL17A1,76
CAMSAP2,76
PRR11,76
RBM34,76
TMEM44,76
SELPLG,76
SUPT16H,76
CEBPB,75
PTPN2,75
CFH,75
RABGEF1,75
DTX3L,75
HNRNPL,75
CDCA3,75
CCDC86,75
CLU,75
AR,75
TMEM63B,74
RCOR2,74
PIK3R5,74
JARID2,74
NCOA1,73
LUZP1,73
HSP90AB1,73
SLC5A3,73
DNAJA1,73
CENPF,72
DENND4C,72
CDK14,72
MAOB,72
HSPA9,72
ATF1,71
UBAP2L,71
PAG1,71
DTL,71
SMC1A,70
HEATR6,70
PLEK2,70
CDC25C,70
NOP2,70
RSRC2,70
FAM171A1,70
SGO2,70
C8A,70
CPNE1,70
EIF1AD,69
SP100,69
ZNF521,69
SFT2D2,69
ZBTB34,68
ARMC9,68
SMARCA1,68
WWC2,68
JDP2,68
LAG3,68
CD163L1,68
C15orf62,67
ATG4C,67
TOP2B,67
RBM22,67
PRDX2,67
TAP1,67
MCL1,67
TUSC1,67
SBF2,67
HNRNPAB,67
SHROOM4,67
ZNF638,66
FAM120A,66
RUFY3,66
TTC33,66
ACTN1,66
POTEF,66
PRR5L,66
OTOP3,65
SH2D4A,65
LIMA1,65
PTPN1,65
XPR1,65
PSMB6,65
WWC1,64
TOP2A,64
CRIP1,64
POLE,64
SUSD5,64
FRYL,64
SYNCRIP,63
PARP12,63
NUDT5,63
FBLN1,63
STYX,63
CGN,63
AJUBA,63
LNP1,62
RIC8B,62
ZBTB6,62
EPN3,62
LEO1,62
CHD8,61
NCF4,61
DDX47,61
ELFN1,61
USP33,61
UBE2E1,61
KRIT1,60
PRKRIP1,60
ASXL1,60
TGFBI,60
ILDR1,60
ZNF703,60
ITGA3,60
PATL1,59
TKT,59
SET,59
FCER1G,59
KRT5,59
MYLK,59
SPTA1,58
ESF1,58
PSIP1,58
SMAD1,57
OPHN1,57
PCBP1,57
HAAO,57
CC2D1A,57
VTN,56
COPB2,56
SKA2,56
LEMD2,56
MICAL2,56
ITIH1,56
NCCRP1,55
NOP53,55
AKIRIN2,54
HMGN5,54
TPX2,54
AKR1C1,54
BASP1,54
BTN2A1,54
PDHX,54
PIP4K2B,54
SOX10,53
GAL,53
EIF4B,53
NAPRT,53
NSUN5,52
MTFR1L,52
KIAA1522,52
CDH6,52
PATZ1,52
CRKL,52
M6PR,52
THOC1,52
A2ML1,52
SYTL1,52
THAP7,52
BICC1,52
LARP1B,51
MAP3K20,51
VWA5A,51
S100A14,51
CACYBP,51
EPS8,51
KCNK1,51
TMEM184B,50
CEP63,50
GMDS,50
ITPRID2,50
CSTB,49
IFIH1,49
ZNF318,49
ABCC1,49
PIK3C3,49
FOXK1,49
RNF19B,49
EMB,49
RAB10,49
ARHGEF25,49
DNAJC30,49
TMSB10,48
ETFA,47
LYL1,47
UBE2T,47
IRS1,47
DARS,47
PPP2R5A,47
MCCC1,47
SCRIB,47
SH2B1,46
NAA38,46
RNF213,46
SCARF2,46
KRT6B,46
PCDH9,46
AP3M1,45
POLR2A,45
HIPK2,45
EP400,45
HMCN2,45
SP140L,45
C1QBP,45
TCEAL5,45
PKD2,44
EEF1AKMT1,44
RFFL,44
FOXC1,44
SYNM,44
ZSCAN21,44
IMPDH2,44
GAPDH,44
CBR3,44
BCL2L12,44
PTPRB,43
POM121,43
NSUN4,43
SUZ12,43
PTPRC,43
SEPT7,43
MAPRE1,43
IL1RAP,43
CISD2,42
MEFV,42
ARL2BP,42
PVR,42
PRR14L,42
INTS1,42
TRMT1,42
KLF10,41
CARD19,41
GPATCH4,41
ERC1,41
ZC3HC1,41
MSH6,41
BTAF1,41
PIP5K1A,41
ENO3,41
C6orf132,40
HELZ2,40
BRCA1,40
MCM6,40
RRP15,40
ELF4,40
EPS8L1,40
PDS5A,40
C12orf4,39
SLC7A11,39
SPEN,39
PALMD,39
ANO8,39
NADSYN1,39
UQCRFS1,39
SRP54,39
CD248,38
KRT14,38
DEK,38
SPP2,38
PRKD1,38
ABCC4,38
AES,38
AMOT,38
AMBRA1,38
MOCS2,38
ELP2,37
CDCA8,37
MYOZ1,37
IFIT1,37
ERMAP,37
KRT36,37
ZNHIT2,37
WDR4,37
STOX2,36
PRG4,36
ITGB2,36
CHORDC1,36
PPP4C,36
NDRG4,36
DPH7,36
SRSF11,36
CEP89,35
RABEP2,35
TRAFD1,35
ITSN1,35
KMT2D,35
FIP1L1,35
PIK3CA,35
ESRP2,35
COG4,34
EBF3,34
NUDC,34
TPD52L1,34
E4F1,34
TMEM200A,34
PPP1R3G,33
RAVER2,33
ANXA5,33
DCK,33
SNX5,33
NSRP1,33
SRPRB,33
BRIP1,33
EIF3H,33
FAM160B1,33
HBD,32
MITF,32
LTBR,32
SHC3,32
PHF23,32
SCARA5,32
ZNF768,32
MCM4,32
RANBP2,32
TCF7L2,32
NCF1,32
TPT1,32
CRBN,32
USP54,32
DLGAP5,31
EPHA1,31
TRIM36,31
VAMP8,31
USP36,31
NEBL,31
RPS6KA5,31
ATP6V1G1,31
PLEKHF2,31
FUNDC2,31
SNW1,31
TLN2,30
NFKB2,30
SLCO4A1,30
NOLC1,30
KIF23,30
PTBP3,30
FAM98B,30
DNAJC6,30
CROCC,30
NRG1,30
HDAC2,30
GSN,29
SSH3,29
KIFAP3,29
GFPT2,29
RTP4,29
KRT15,29
SLC35B2,29
HIST1H1E,29
FBLIM1,29
FAM89B,28
MYL1,28
CLDN4,28
SEC63,28
PSMB10,28
CLMP,28
TTPAL,28
CIT,28
SNX1,28
WDR24,28
OSBP2,28
ZNF330,28
PRKCE,28
CNBP,28
MCMBP,28
YTHDF1,27
YAP1,27
WTIP,27
MAN2A1,27
ZFAND3,27
SERPINH1,26
AK1,26
VAV2,26
ZKSCAN4,26
LRP10,26
RBBP6,26
ULK3,26
NKTR,26
ARID5A,26
PCBP2,26
CCDC9B,25
DHX16,25
FAN1,25
PPID,25
NIFK,25
VPS26B,25
FTSJ1,25
ITGB1BP1,25
LUC7L,25
PGAM1,24
IVNS1ABP,24
MUS81,24
CREB1,24
BIN1,24
HNRNPLL,24
TEX10,24
DNMT3A,24
PCMTD1,24
RAPGEF3,23
FLNB,23
NEK9,23
NMI,23
EIF4A3,23
RBM19,23
BEND3,23
APOA2,23
PSMA1,23
SLC15A4,23
KIAA1551,23
VPS45,22
F11R,22
MX1,22
MYO1D,22
HNRNPDL,22
TMCC3,22
VAV3,22
ZNF507,22
ZFR,22
PTDSS1,22
TRAF4,22
FCGR2B,22
TSC22D1,22
EZH2,22
MSANTD2,22
PTGR2,22
RASSF7,21
KIF18B,21
SEL1L,21
GPR157,21
HBB,21
MAGEL2,21
PAPOLG,21
BLNK,21
WIPI2,21
CDKL5,21
CASP8AP2,21
ZNF7,21
IFFO2,21
SSBP2,21
OTUD3,21
MAP2K6,20
THRAP3,20
EXPH5,20
TEPSIN,20
NMRK1,20
RBMS3,20
MYO1G,20
DDX51,20
KLF9,20
NOL8,20
TOPORS,20
TPPP3,20
EFS,20
HINT1,20
CA2,20
EPC1,20
TPRG1,20
CHMP3,19
RIF1,19
PUM2,19
PID1,19
PPIG,19
DNAJB2,19
PES1,19
PLEKHN1,19
ENO1,19
SNX27,19
PGD,19
UPP1,19
ABT1,19
ARHGEF3,19
TUFT1,19
COG7,19
STRBP,19
WTAP,19
RPL37,19
SERPINB2,19
CCNE1,19
IWS1,18
AFAP1L2,18
PSMA5,18
SOX5,18
SEPT5,18
UHRF1,18
GTF2E2,18
ADAT1,18
LRRFIP2,18
MEPCE,18
STXBP1,18
ATP5F1C,18
EPB41,18
ZBTB38,17
DGKH,17
CDC23,17
SNUPN,17
COASY,17
SAMD12,17
RNPC3,17
MCM3,17
OLFML1,17
TRMT5,17
EIF2S3,17
GAS7,17
DCAF5,17
ORC2,17
MICALL2,17
AGTRAP,17
APIP,17
TRO,17
PEA15,17
ACTR10,16
USP6NL,16
FAT1,16
SIPA1L3,16
STX12,16
SLC35E1,16
TESK2,16
SLC19A3,16
DOK3,16
GRK6,16
ABL1,16
TXLNA,16
ADCY3,16
RASSF5,16
AKT1S1,16
SEC24B,16
HDAC5,16
SH2D5,16
CKMT1A,15
KLF13,15
JRK,15
SLC6A15,15
YY1AP1,15
ARHGEF1,15
C9orf152,15
CBX4,15
SOX4,15
FLRT2,15
PDE7A,15
JPT1,15
PLIN4,15
FAM208B,15
ARHGAP27,15
ELL,15
MFSD14B,15
STX17,14
KIF1C,14
RWDD2B,14
MDN1,14
SUMO1,14
GYPC,14
RPUSD1,14
SRPRA,14
RBM17,14
MYLPF,14
PRKCH,14
TACC1,14
TFCP2,14
SLC38A2,14
UBASH3B,14
RIN3,14
UGP2,14
EPB41L1,14
SRRM1,13
NEURL4,13
PPP1R15B,13
REEP2,13
NOP14,13
DCAF8,13
KPNB1,13
PFKP,13
ADAR,13
HNRNPA1,13
CRY2,13
PHB2,13
FNIP1,13
SEH1L,13
MDH1,13
TNS4,13
WIPF1,13
SH3D19,12
CYCS,12
ITGA4,12
NFKBIB,12
TOP3A,12
GPAT3,12
UBA7,12
TBC1D22B,12
ZDHHC18,12
PRPF3,12
WDR59,12
SRBD1,12
ITGB4,12
CCM2L,12
EPHX3,11
ZBTB9,11
CEP55,11
RB1,11
CACNA1A,11
PTPN14,11
ZNF217,11
AFAP1,11
PHGDH,11
SERPINA10,11
PGAM2,11
TRIM41,11
CDK10,11
PPP1R11,11
CLIC3,11
KIAA1191,11
IGF2R,11
RARG,11
MNDA,11
SCAF11,11
DCP1B,11
SYNGR2,11
FAM8A1,11
RNF219,10
MAP3K4,10
MAP4K3,10
ITPKA,10
GPR183,10
SRSF7,10
ARHGAP1,10
UBXN4,10
SBDS,10
RBM42,10
TRPV2,10
TOB1,10
LARP4,10
MYBL2,10
SLC2A10,10
GGCT,10
TRIM21,10
UBR5,10
PSME4,10
PSMC4,10
ATP13A3,10
BECN1,10
TP53BP1,10
CCDC115,10
DVL1,10
SLC4A7,10
FASTKD2,10
KLHL8,10
ALDH16A1,10
PGGHG,9
APOBR,9
PDZD2,9
PRPF38B,9
AFF1,9
RUNX2,9
MAPK1,9
ATRIP,9
PPP1R7,9
FLAD1,9
C1orf198,9
TPSAB1,9
GLRX3,9
PRC1,9
KMT5A,9
FOXA1,9
PRKN,9
PFKFB3,9
AARS,9
HOMER3,9
ANAPC4,9
ZFYVE9,9
MAP2,9
WDR75,9
ARRB1,9
ERICH1,9
TRAPPC11,9
RRM2,9
AGPS,8
CCNB2,8
NUAK2,8
ACTN2,8
EPB41L3,8
RAPGEF2,8
RAB3GAP1,8
UTP14A,8
DCTN2,8
STK3,8
MAP2K1,8
TBC1D23,8
PRDX6,8
KIF1B,8
VIRMA,8
GOLGA4,8
FGA,8
ARHGAP25,8
MT2A,8
PSPC1,8
PABPC4,8
MFAP5,8
NFYC,8
RPS29,8
ARHGAP22,8
COL1A1,8
MDC1,8
OSBP,8
DIABLO,8
PUF60,8
NKRF,8
RAB44,8
SYTL5,8
RCAN1,8
RELCH,8
DDX39A,7
PITX1,7
EIF3L,7
DDX20,7
YIF1A,7
FAM160A2,7
MAST4,7
MED13,7
MYLK3,7
TLK2,7
ACTB,7
RNH1,7
ALDH4A1,7
TRIP6,7
ZMYND11,7
FOXJ3,7
UNC5B,7
KMT2C,7
LCP1,7
CAPRIN2,7
ZNF503,7
SHPRH,7
COBLL1,7
PLEKHG2,7
CHMP4A,7
RASEF,7
BUB1,7
KRBA1,7
PSMA3,7
SLC9A7,7
ZXDC,7
CCDC34,7
NOL3,7
PRKCQ,6
REEP5,6
HSPB8,6
VSIG10L,6
XRN1,6
AGFG1,6
SCN7A,6
TLK1,6
IGFBP1,6
GRIP2,6
GAB1,6
SMARCA4,6
KIF20A,6
RBMS1,6
SALL2,6
APOA1,6
CCT3,6
SMIM1,6
RBMX2,6
F5,6
ASAP1,6
SNRNP70,6
MYO5B,6
LRWD1,6
CENPV,6
ABI3BP,6
ELF2,6
STRA6,6
PGM1,6
CSRP1,6
HIST2H3PS2,6
LPXN,6
RAPH1,6
ACTA1,6
RIOX2,6
PARN,6
CABYR,6
PDE8B,6
DNAAF5,5
PTPRF,5
LRRC8C,5
NCAPD3,5
ELOB,5
SH3D21,5
GLO1,5
NBAS,5
OSBPL8,5
SAP30BP,5
RHBDF2,5
ARNT,5
FAM49B,5
ATP2A1,5
CD163,5
SKIL,5
SNX4,5
MEA1,5
APOA5,5
FBXL4,5
CRIP2,5
SCAF8,5
DCLK1,5
NSL1,5
TOX4,5
MTX2,5
NDUFAF2,5
ASCC3,5
TSSC4,5
MED8,5
CHD4,5
NACA,5
SOGA1,5
SFN,5
MFSD6,5
MACC1,5
PHACTR4,5
SPTB,5
PPP1R3D,5
CAMK2G,5
VAV1,5
FBXW11,5
DBF4,5
MGME1,5
KIF13B,5
SLC2A1,5
NGDN,5
SMC4,5
CASZ1,5
DYRK1B,5
GMIP,5
AIDA,5
CA8,4
DUOXA1,4
FUBP1,4
SAPCD2,4
KIAA1328,4
SLC45A4,4
GART,4
GSR,4
SRSF5,4
COG3,4
SGSM3,4
EIF3F,4
PAIP2,4
FAM189A2,4
IDH2,4
MEN1,4
UBE2K,4
ADH5,4
CDK18,4
SUCLA2,4
HK1,4
EPS15,4
TJAP1,4
CBX8,4
FYN,4
CDC42EP4,4
MISP,4
PLS3,4
PACS1,4
UBR4,4
SRGAP1,4
SLC1A1,4
PODXL2,4
CCDC124,4
EPB42,4
KRT6A,4
ZBTB8A,4
PARP9,4
PDS5B,4
BNC1,4
TTI1,4
SRPK2,4
FBXW8,4
KDM5B,4
SLC41A3,4
STAC3,4
ACP1,4
SLC30A1,4
INTS9,4
MYL2,4
VIM,4
ESD,4
DDX50,4
POTEJ,4
CHD7,4
VRK3,4
EFCC1,4
RBMS2,4
UHRF1BP1L,3
SPG21,3
PLCE1,3
DAGLB,3
EPHB2,3
GOT1,3
CENPL,3
PLEKHA5,3
PCDH7,3
PLEKHA3,3
PLEKHG6,3
CNKSR2,3
CEP95,3
KNL1,3
HERC1,3
PLCG1,3
BCL9,3
NOM1,3
PRKDC,3
PRKAR2A,3
ELMSAN1,3
DSN1,3
MDH2,3
YBX1,3
UHRF1BP1,3
RNF40,3
ZRSR2,3
TTC9,3
DCBLD1,3
DMD,3
PLEKHH3,3
IMPACT,3
GRHL1,3
PROM2,3
YOD1,3
GPRASP2,3
PDF,3
SCAPER,3
TCF7L1,3
HRC,3
ITGAV,3
PMS2,3
KLF3,3
CDR2L,3
ESCO2,3
SLC1A5,3
ZNF277,3
PPARD,3
ALOX15,3
PIK3CD,3
KRT6C,3
FRK,3
PHF5A,3
FSTL3,3
MEMO1,3
KCTD1,3
USP34,3
TOP1,3
ZCCHC7,3
KLHL31,3
ATG9A,3
PFKM,3
CENPI,3
GLE1,3
FRMD3,3
PRKACA,3
CASP1,2
ZNRF1,2
MAK16,2
DOP1A,2
FGF13,2
PACS2,2
ZBED4,2
TOE1,2
TBC1D8,2
ACBD3,2
PPARGC1B,2
IFT43,2
GSTM2,2
DDRGK1,2
SLF2,2
SGSM2,2
SLC7A8,2
CRYAB,2
HLTF,2
MXRA5,2
IGF2BP1,2
TSEN2,2
DEFA3,2
RPS13,2
EZR,2
RSRC1,2
PNP,2
GTF3C2,2
XPO5,2
POLR3G,2
FBXO28,2
RCC2,2
NCOA6,2
PYM1,2
FNBP4,2
MLLT6,2
PARP8,2
TXNIP,2
RNF126,2
WDR1,2
OSBPL9,2
KIAA0408,2
RGPD4,2
UBE3B,2
ZHX3,2
CBL,2
SRP9,2
RBCK1,2
DDX10,2
ATP5F1A,2
FAM110B,2
GNAI2,2
BRI3BP,2
HSPB6,2
SLC39A6,2
FGD5,2
NCOA3,2
ENC1,2
